name_model,classifier,run,accuracy,sensitivity,specificity,precision,recall,f1,kappa
DecisionTreeClassifier_by_tasks_run18,DecisionTreeClassifier,18,0.7727272727272727,0.6956521739130435,0.8571428571428571,0.8421052631578947,0.6956521739130435,0.761904761904762,0.5482546201232033
MLPClassifier_by_tasks_run18,MLPClassifier,18,0.7045454545454546,0.6956521739130435,0.7142857142857143,0.7272727272727273,0.6956521739130435,0.711111111111111,0.40909090909090917
ExtraTreesClassifier_by_tasks_run18,ExtraTreesClassifier,18,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
AdaBoostClassifier_by_tasks_run18,AdaBoostClassifier,18,0.7954545454545454,0.8695652173913043,0.7142857142857143,0.7692307692307693,0.8695652173913043,0.8163265306122449,0.5874999999999999
GradientBoostingClassifier_by_tasks_run18,GradientBoostingClassifier,18,0.8636363636363636,0.8260869565217391,0.9047619047619048,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7278350515463918
XGBClassifier_by_tasks_run18,XGBClassifier,18,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
RandomForestClassifier_by_tasks_run19,RandomForestClassifier,19,0.8636363636363636,0.9130434782608695,0.8095238095238095,0.84,0.9130434782608695,0.8749999999999999,0.7255717255717256
LogisticRegression_by_tasks_run19,LogisticRegression,19,0.7727272727272727,0.9565217391304348,0.5714285714285714,0.7096774193548387,0.9565217391304348,0.8148148148148149,0.5368421052631579
KNeighborsClassifier_by_tasks_run19,KNeighborsClassifier,19,0.7954545454545454,0.6086956521739131,1.0,1.0,0.6086956521739131,0.7567567567567568,0.597560975609756
LinearDiscriminantAnalysis_by_tasks_run19,LinearDiscriminantAnalysis,19,0.7045454545454546,0.7391304347826086,0.6666666666666666,0.7083333333333334,0.7391304347826086,0.723404255319149,0.40663900414937776
GaussianNB_by_tasks_run19,GaussianNB,19,0.7954545454545454,0.6521739130434783,0.9523809523809523,0.9375,0.6521739130434783,0.7692307692307693,0.5959183673469387
SVC_by_tasks_run19,SVC,19,0.8636363636363636,0.782608695652174,0.9523809523809523,0.9473684210526315,0.782608695652174,0.8571428571428571,0.728952772073922
DecisionTreeClassifier_by_tasks_run19,DecisionTreeClassifier,19,0.8636363636363636,0.782608695652174,0.9523809523809523,0.9473684210526315,0.782608695652174,0.8571428571428571,0.728952772073922
MLPClassifier_by_tasks_run19,MLPClassifier,19,0.8409090909090909,0.9130434782608695,0.7619047619047619,0.8076923076923077,0.9130434782608695,0.8571428571428572,0.6791666666666667
